Artist/Song,Streams,Daily
SYML - Where's My Love,"717,056,203","677,279"
Justin Bieber - Anyone,"716,665,549","182,681"
Jung Kook - 3D,"716,340,760","1,474,537"
T-Pain - Buy U a Drank (Shawty Snappin'),"715,798,954","430,385"
Taylor Swift - Midnight Rain,"715,764,089","409,823"
Cascada - Everytime We Touch,"714,807,467","396,581"
Ed Sheeran - Dive,"714,263,585","181,761"
Zion & Lennox - Yo Voy,"714,072,503","319,558"
fun. - Some Nights,"714,016,969","153,014"
Avicii - Lonely Together,"713,908,444","119,220"
Carlos Vives - Robarte Un Beso,"713,009,538","254,557"
mgk - my ex's best friend,"711,950,401","191,634"
Migos - Stir Fry,"711,446,807","210,630"
Waka Flocka Flame - No Hands,"710,789,490","299,342"
ROSALÍA - BESO,"710,670,697","352,415"
Dua Lipa - Love Again,"710,244,493","316,559"
Mike Posner - Cooler Than Me,"710,184,495","474,724"
Wheatus - Teenage Dirtbag,"709,754,508","548,700"
Juice WRLD - Legends,"709,641,790","244,568"
Eagles - Take It Easy,"708,885,467","332,242"
The Beatles - Yesterday,"708,880,987","368,810"
BLACKPINK - Shut Down,"708,636,087","301,263"
3 Doors Down - Here Without You,"708,517,010","370,630"
Gwen Stefani - The Sweet Escape,"708,078,337","477,164"
Selena Gomez - Hands To Myself,"708,068,144","152,795"
Extreme - More Than Words,"708,060,469","333,556"
Beyoncé - Single Ladies (Put a Ring on It),"707,946,725","290,156"
Labrinth - Still Don't Know My Name,"707,848,637","290,090"
Jeremih - oui,"707,700,991","262,817"
Sech - Otro Trago,"707,237,934","100,540"
Bruno Mars - Count on Me,"706,463,288","365,713"
Bacilos - Caraluna,"706,316,068","302,752"
Lynyrd Skynyrd - Free Bird,"706,299,617","335,538"
Katy Perry - Never Really Over,"706,298,265","97,153"
Rex Orange County - Best Friend,"705,561,109","227,650"
mgk - Bad Things,"705,372,530","175,901"
John Lennon - Imagine,"705,087,230","367,628"
Yusuf / Cat Stevens - Wild World,"704,842,868","397,030"
BTS - Permission to Dance,"704,360,793","170,402"
Pink Sweat$ - At My Worst,"704,247,194","200,290"
Marshmello - Here With Me,"703,508,620","168,656"
Libianca - People,"702,910,357","372,521"
The Cardigans - Lovefool,"702,588,704","613,273"
The Smiths - There Is a Light That Never Goes Out,"702,041,979","718,871"
Drake - Headlines,"701,812,769","438,106"
KAROL G - Si Antes Te Hubiera Conocido,"701,674,269","3,434,069"
AJR - Weak,"700,995,348","97,629"
"Tyler, The Creator - NEW MAGIC WAND","700,971,527","769,950"
Taylor Swift - Paper Rings,"700,920,777","307,333"
Kelly Clarkson - Stronger (What Doesn't Kill You),"700,388,323","267,546"
Sean Kingston - Eenie Meenie,"700,123,248","485,404"
2Pac - Hit 'Em Up,"699,792,647","679,817"
Little Mix - Secret Love Song,"699,634,375","212,398"
Taylor Swift - We Are Never Ever Getting Back Together,"699,616,913","165,064"
Anuel AA - Hasta Que Dios Diga,"699,309,615","303,844"
Nelly Furtado - Say It Right,"698,873,889","559,010"
Katy Perry - Unconditionally,"697,650,900","377,299"
Lil Uzi Vert - Money Longer,"697,146,819","240,085"
R3HAB - All Around The World (La La La),"697,081,143","299,770"
Flo Rida - Right Round,"696,278,165","410,220"
Chris Jedi - Ahora Dice,"696,081,979","227,970"
Harry Styles - Lights Up,"695,923,793","109,593"
MGMT - Little Dark Age,"695,714,720","339,215"
X Ambassadors - Unsteady,"695,511,947","274,111"
Gera MX - Botella Tras Botella,"695,197,496","285,483"
Justin Bieber - Friends,"695,192,291","109,983"
INTERWORLD - METAMORPHOSIS,"694,883,793","387,296"
Frank Sinatra - Fly Me To The Moon (In Other Words),"694,675,724","336,443"
grandson - Blood // Water,"694,089,231","209,543"
Lou Bega - Mambo No. 5 (a Little Bit of...),"693,728,434","284,649"
Olly Alexander (Years & Years) - King,"693,402,333","425,606"
Bad Bunny - Ignorantes,"693,359,030","146,716"
Justin Timberlake - Rock Your Body,"693,209,986","526,198"
Nio Garcia - La Jeepeta,"693,058,364","125,096"
Crowded House - Don't Dream It's Over,"692,973,214","999,006"
Travis Scott - CAN'T SAY,"692,695,959","627,124"
Olivia Rodrigo - brutal,"692,622,712","338,024"
Mötley Crüe - Kickstart My Heart,"692,362,123","368,076"
J. Cole - Power Trip,"691,656,479","495,477"
Lil Dicky - Freaky Friday,"691,583,305","147,281"
Hombres G - Devuélveme a mi chica,"691,363,684","707,889"
Fall Out Boy - My Songs Know What You Did In The Dark (Light Em Up),"691,083,466","315,164"
Naughty Boy - La La La,"690,857,349","319,070"
Marshmello - Be Kind,"690,576,969","153,999"
Sebastian Yatra - Tacones Rojos,"690,362,033","339,986"
Kansas - Carry on Wayward Son,"690,212,923","269,256"
Bebe Rexha - I'm a Mess,"690,142,271","148,694"
Dolly Parton - 9 to 5,"689,825,463","479,595"
Rauw Alejandro - Fantasias,"689,765,410","193,260"
Cheat Codes - No Promises,"689,382,657","68,989"
Calvin Harris - Giant,"689,359,451","110,219"
Adele - Water Under the Bridge,"689,231,225","270,771"
Redbone - Come and Get Your Love,"689,038,869","695,686"
Joel Adams - Please Don't Go,"688,831,735","69,149"
Declan McKenna - Brazil,"688,718,998","597,903"
James Arthur - Car's Outside,"688,714,384","649,679"
The Kooks - Naive,"688,626,451","333,104"
Jason Derulo - Whatcha Say,"688,297,098","375,283"
Alicia Keys - Girl on Fire,"687,995,506","260,982"
Luke Combs - She Got the Best of Me,"687,929,340","618,022"
NewJeans - Ditto,"687,522,834","416,529"
James Hype - Ferrari,"687,393,937","325,082"
"Sofía Reyes - 1, 2, 3","687,286,592","115,967"
Frank Ocean - Novacane,"687,087,506","633,441"
Roxette - It Must Have Been Love,"686,848,913","667,509"
Dove Cameron - Boyfriend,"686,789,547","278,932"
The Rare Occasions - Notion,"686,441,534","505,068"
Adele - All I Ask,"686,433,957","347,981"
Labrinth - Mount Everest,"685,162,371","538,665"
Drake - Best I Ever Had,"684,952,440","299,366"
Morgan Wallen - Chasin' You,"684,548,082","342,550"
Buffalo Springfield - For What It's Worth,"684,293,436","302,161"
ZZ Top - La Grange (2005 Remaster),"684,068,081","518,871"
UB40 - Red Red Wine,"684,020,820","331,190"
Kodak Black - Tunnel Vision,"683,340,911","227,067"
Rae Sremmurd - Swang,"683,299,404","164,504"
Cheat Codes - Sex,"683,113,930","45,357"
Bring Me The Horizon - Can You Feel My Heart,"682,921,630","318,139"
Cher - Believe,"682,837,954","580,802"
Linkin Park - Bleed It Out,"682,661,733","672,465"
Bad Bunny - Amorfoda,"682,233,480","245,109"
Cutting Crew - (I Just) Died In Your Arms,"681,841,087","477,899"
J. Cole - She Knows,"681,183,836","407,667"
Sia - The Greatest,"681,134,030","74,518"
Miley Cyrus - The Climb,"681,131,184","299,255"
P!nk - So What,"681,074,051","291,834"
The Vamps - All Night,"680,990,640","103,250"
Enrique Iglesias - DUELE EL CORAZON,"680,560,426","147,593"
Taylor Swift - You Belong With Me,"680,220,417","213,327"
Jason Derulo - Trumpets,"680,091,108","111,078"
$uicideboy$ - Kill Yourself (Part III),"680,053,148","326,993"
Majestic - Rasputin,"679,845,851","546,851"
José Feliciano - Feliz Navidad,"679,845,502","756,643"
Summer Walker - Girls Need Love,"679,229,998","381,300"
Taylor Swift - champagne problems,"679,222,646","486,572"
Morat - Cuando Nadie Ve,"678,690,100","449,689"
Wiz Khalifa - Black and Yellow,"678,357,515","272,637"
James Arthur - Naked,"678,134,856","184,916"
Gwen Stefani - Hollaback Girl,"677,855,182","312,479"
Adele - Chasing Pavements,"677,649,488","436,444"
Travis Scott - YOSEMITE,"677,608,281","213,906"
Selena Gomez - Same Old Love,"677,380,795","225,980"
Disclosure - You & Me,"677,372,080","202,985"
Billie Eilish - TV,"677,250,237","1,071,167"
Daddy Yankee - Dura,"677,189,893","107,650"
Tego Calderón - Pa' Que Retozen,"677,128,059","585,114"
Mariah Carey - We Belong Together,"677,001,242","516,510"
Travis Scott - I KNOW ?,"676,861,552","751,061"
Alejandro Fernández - Me Dediqué a Perderte,"676,748,166","513,344"
Bryan Adams - Heaven,"676,415,499","477,100"
Billy Joel - Vienna,"676,012,779","578,322"
Two Feet - Go Fuck Yourself,"675,943,930","165,294"
TV Girl - Cigarettes out the Window,"675,925,660","1,163,877"
Marshmello - El Merengue,"675,916,521","798,635"
Beyoncé - Love On Top,"675,553,084","188,851"
B.o.B - Nothin’ on You,"675,487,073","499,710"
Sebastian Yatra - Traicionera,"675,445,264","198,103"
The xx - Intro,"675,255,199","211,853"
Oliver Tree - Miss You,"675,208,906","242,937"
Thirty Seconds To Mars - The Kill,"675,204,475","523,672"
Ghost - Mary On A Cross,"675,103,330","560,414"
The Killers - When You Were Young,"674,874,522","352,628"
Cardi B - Up,"674,693,834","165,191"
Foo Fighters - Best of You,"674,284,678","223,184"
Little Mix - Black Magic,"674,014,328","226,960"
Lana Del Rey - Say Yes To Heaven,"673,791,769","956,601"
Lady Gaga - Paparazzi,"673,717,047","518,317"
G-Eazy - No Limit,"673,341,043","85,995"
The Smashing Pumpkins - 1979,"673,282,118","464,840"
Martin Garrix - Summer Days,"672,763,423","109,499"
Jet - Are You Gonna Be My Girl,"672,715,066","262,790"
Dexys Midnight Runners - Come On Eileen,"672,630,905","266,438"
Zach Bryan - Heading South,"672,050,725","922,053"
The Strokes - Last Nite,"671,987,382","384,708"
Kanye West - Violent Crimes,"671,745,256","782,896"
Billie Eilish - all the good girls go to hell,"670,894,874","215,390"
Lorde - Ribs,"670,808,431","560,137"
Metro Boomin - 10 Freaky Girls,"670,613,999","236,402"
Anitta - Envolver,"670,297,997","201,975"
Flipp Dinero - Leave Me Alone,"670,261,100","130,846"
Bon Iver - Skinny Love,"668,555,855","238,621"
Black Eyed Peas - Meet Me Halfway,"667,793,254","695,529"
Rich The Kid - Plug Walk,"666,743,857","89,088"
ScHoolboy Q - Collard Greens,"666,741,389","266,114"
Vacations - Young,"666,549,197","489,083"
Dua Lipa - Kiss and Make Up,"666,487,128","259,845"
Duke Dumont - Ocean Drive,"666,369,958","265,057"
Dua Lipa - Houdini,"666,147,109","1,067,095"
Simon & Garfunkel - Mrs. Robinson,"665,604,252","443,216"
"Stevie Wonder - Signed, Sealed, Delivered (I'm Yours)","665,469,293","268,221"
Juice WRLD - Wasted,"665,462,146","360,123"
Post Malone - One Right Now,"665,257,053","210,560"
The Paper Kites - Bloom,"665,085,381","446,629"
JENNIE - SOLO,"664,967,080","274,325"
OneRepublic - Secrets,"664,373,921","267,348"
Coldplay - Hymn for the Weekend,"664,241,826","64,490"
James TW - When You Love Someone,"664,170,675","126,179"
Troye Sivan - YOUTH,"663,994,209","143,726"
Kiiara - Gold,"663,962,834","103,660"
System Of A Down - Lonely Day,"663,841,029","743,466"
Incubus - Drive,"663,668,831","496,431"
Michael Jackson - Thriller,"663,095,963","443,513"
"Shakira - Whenever, Wherever","662,913,048","316,429"
Halsey - Bad At Love,"662,877,362","215,184"
Kali Uchis - After The Storm,"662,561,149","593,777"
Paulo Londra - Nena Maldición,"662,082,309","295,244"
Rick Springfield - Jessie's Girl,"661,768,856","407,112"
Kanye West - Can't Tell Me Nothing,"661,447,865","575,239"
Nirvana - Lithium,"661,326,038","341,567"
Joji - Sanctuary,"661,296,996","371,608"
Marc Anthony - Vivir Mi Vida,"660,921,313","242,031"
Starship - Nothing's Gonna Stop Us Now,"660,888,706","755,802"
Los Legendarios - Fiel,"660,606,575","90,385"
Post Malone - Take What You Want,"660,592,469","225,725"
Hailee Steinfeld - Love Myself,"660,266,138","110,081"
Childish Gambino - Me and Your Mama,"660,262,510","407,626"
Gorillaz - On Melancholy Hill,"660,236,195","467,163"
FRENSHIP - Capsize,"659,992,799","68,746"
Carrie Underwood - Before He Cheats,"659,888,939","283,717"
DaBaby - Suge,"659,869,730","83,186"
Drake - Take Care,"659,534,885","249,794"
Aretha Franklin - Respect,"659,322,656","260,371"
Muse - Uprising,"659,275,257","356,130"
The Temper Trap - Sweet Disposition,"659,053,310","414,684"
Cigarettes After Sex - Cry,"659,038,438","1,434,610"
Kina - Can We Kiss Forever?,"658,636,991","159,507"
Clean Bandit - I Miss You,"658,295,923","69,390"
Boza - Hecha Pa' Mi,"658,212,369","182,629"
Florence + The Machine - You've Got The Love,"658,082,922","354,927"
Eiffel 65 - Blue (Da Ba Dee),"657,951,910","231,326"
Linkin Park - Crawling,"657,788,130","588,499"
"Taylor Swift - You're On Your Own, Kid","657,685,495","516,709"
Colbie Caillat - Bubbly,"657,255,465","226,546"
Rauw Alejandro - Tattoo,"657,237,578","235,660"
The Cinematic Orchestra - To Build A Home,"656,787,450","272,104"
Lana Del Rey - Radio,"656,649,505","379,519"
BTS - DNA,"656,452,324","164,657"
Grupo Frontera - NO SE VA,"656,363,046","468,235"
Mazzy Star - Fade Into You,"655,871,742","908,054"
Auli'i Cravalho - How Far I'll Go,"655,819,259","286,779"
Muse - Supermassive Black Hole,"655,736,315","639,181"
Phil Collins - You Can't Hurry Love,"655,612,101","407,826"
Quevedo - PUNTO G,"655,577,425","285,348"
Sam Fischer - This City,"655,347,060","152,306"
Milo j - Rara Vez,"655,073,591","636,341"
Rihanna - Rude Boy,"654,990,192","414,675"
Kelly Clarkson - Underneath the Tree,"654,845,682","615,415"
David Guetta - Baby Don’t Hurt Me,"654,532,012","724,808"
Alessia Cara - Here,"654,195,928","461,146"
Lil Pump - Gucci Gang,"653,920,286","31,912"
Lady Gaga - Born This Way,"653,835,095","273,876"
Queen - I Want To Break Free,"653,550,892","202,881"
The Neighbourhood - Reflections,"653,546,325","1,069,268"
Owl City - Good Time,"653,234,970","359,784"
Lizzo - Good as Hell,"653,057,279","114,714"
Slipknot - Psychosocial,"653,002,569","371,857"
Europe - The Final Countdown,"652,985,537","286,727"
Simon & Garfunkel - The Sound of Silence,"652,983,348","465,086"
"Alan Walker - Alone, Pt. II","652,797,158","296,328"
One Direction - You & I,"652,702,154","479,041"
Rauw Alejandro - El Efecto,"652,445,342","508,063"
Rae Sremmurd - Come Get Her,"652,370,041","186,363"
David Guetta - Flames,"651,808,741","68,521"
Daft Punk - One More Time,"651,327,339","263,658"
Jennifer Lopez - On The Floor,"650,937,348","514,535"
Ariana Grande - breathin,"650,824,817","139,263"
2Pac - All Eyez On Me,"650,815,471","411,081"
Diplo - Heartless,"650,795,493","501,621"
The Rolling Stones - Gimme Shelter,"650,789,713","248,697"
Stevie Wonder - Superstition,"650,630,623","206,785"
Billie Eilish - No Time To Die,"650,563,264","294,017"
Luke Combs - Fast Car,"650,069,488","765,989"
David Guetta - Where Them Girls At,"649,927,871","355,191"
Tom Walker - Leave a Light On,"649,903,277","404,659"
Mac Miller - Weekend,"649,803,326","193,295"
Miley Cyrus - Midnight Sky,"649,772,481","133,954"
Thomas Rhett - Die A Happy Man,"649,421,279","187,010"
Aretha Franklin - I Say a Little Prayer,"649,166,254","277,174"
Hozier - Work Song,"648,891,076","724,852"
Commodores - Easy,"648,673,397","347,135"
Meghan Trainor - NO,"648,077,488","243,762"
John Travolta - You're The One That I Want,"648,016,225","217,880"
Dua Lipa - Be the One,"647,721,386","169,093"
J Balvin - Rojo,"647,538,802","203,085"
Romeo Santos - Eres Mía,"647,461,313","664,250"
OneRepublic - Rescue Me,"646,995,670","175,272"
The Chainsmokers - Takeaway,"646,979,899","108,213"
Bad Bunny - Sensualidad,"646,753,875","149,729"
Cosculluela - Madura,"646,238,639","231,704"
Gente De Zona - La Gozadera,"646,148,904","198,410"
Bryan Adams - (Everything I Do) I Do It For You,"646,143,515","338,709"
Dean Martin - Let It Snow! Let It Snow! Let It Snow!,"646,136,730","1,097,914"
Louis Armstrong - What A Wonderful World,"646,031,015","377,539"
Paul Simon - You Can Call Me Al,"644,997,823","276,824"
Frank Ocean - White Ferrari,"644,889,815","1,331,082"
Led Zeppelin - Whole Lotta Love,"644,719,698","227,074"
Eminem - My Name Is,"644,023,411","321,407"
Piso 21 - Pa' Olvidarme De Ella,"643,364,177","398,925"
NewJeans - Super Shy,"642,969,916","455,773"
Pearl Jam - Even Flow,"642,884,072","550,754"
One Direction - Little Things,"642,782,637","293,272"
The Script - Superheroes,"642,682,248","173,146"
Johnny Cash - Hurt,"642,420,226","201,131"
Dua Lipa - Love Again,"642,320,839","286,822"
Snoop Dogg - Drop It Like It's Hot,"642,005,352","536,763"
The Chainsmokers - This Feeling,"641,751,802","137,532"
Beyoncé - Irreplaceable,"641,381,145","325,081"
Lykke Li - I Follow Rivers,"641,336,588","321,309"
Rita Ora - Your Song,"641,216,548","72,352"
XXXTENTACION - I Don't Wanna Do This Anymore,"640,947,543","460,490"
Plan B - Candy,"640,789,694","553,845"
Jax Jones - You Don't Know Me,"640,666,331","136,852"
Ricky Montgomery - Line Without a Hook,"640,313,546","554,412"
Christian Nodal - Adiós Amor,"640,148,500","223,958"
Doja Cat - Ain't Shit,"640,146,713","249,483"
Dayglow - Can I Call You Tonight?,"640,060,400","268,631"
The Doobie Brothers - Listen to the Music,"640,045,787","647,332"
Jarabe De Palo - La flaca,"640,026,022","471,379"
THE ANXIETY - Meet Me At Our Spot,"639,751,982","196,550"
Lana Del Rey - Cinnamon Girl,"639,735,258","833,268"
Lady Gaga - Judas,"639,730,878","936,093"
David Guetta - Say My Name,"639,535,633","176,090"
Dasha - Austin (Boots Stop Workin'),"639,281,066","1,704,887"
Keyshia Cole - Love,"639,104,736","648,347"
Pitbull - Fireball,"639,084,811","352,419"
Kendrick Lamar - King Kunta,"638,859,592","206,688"
"Roy Orbison - Oh, Pretty Woman","638,449,800","366,574"
Luke Combs - Beer Never Broke My Heart,"638,317,594","418,741"
Taylor Swift - Gorgeous,"638,222,790","258,118"
Bee Gees - More Than A Woman,"638,199,158","498,899"
Doja Cat - Get Into It (Yuh),"638,166,493","340,486"
J Balvin - Bonita,"638,145,103","221,593"
Maroon 5 - Sunday Morning,"638,080,410","331,567"
Tove Lo - Talking Body,"637,979,021","185,740"
Kid Cudi - Pursuit Of Happiness,"637,902,250","167,696"
Khalid - OTW,"637,873,945","101,635"
"Tyler, The Creator - BEST INTEREST","637,561,618","874,367"
Ricky Martin - Vente Pa' Ca,"637,473,199","194,323"
Tove Lo - Habits (Stay High),"637,285,600","132,797"
Tove Lo - Stay High,"637,285,600","145,459"
Kanye West - Black Skinhead,"637,226,715","175,374"
Chino & Nacho - Andas En Mi Cabeza,"637,167,951","223,682"
R. Kelly - Ignition,"636,948,162","113,523"
BLACKPINK - As If It's Your Last,"636,492,744","260,556"
One Direction - Best Song Ever,"636,370,273","372,745"
Breaking Benjamin - The Diary of Jane,"636,301,414","340,075"
Shawn Mendes - I Know What You Did Last Summer,"636,074,551","209,037"
Lana Del Rey - Diet Mountain Dew,"635,899,524","712,208"
PARTYNEXTDOOR - Come and See Me,"635,510,865","209,288"
Taylor Swift - Bad Blood,"635,502,643","194,612"
Ice Cube - You Know How We Do It,"635,489,878","586,746"
50 Cent - Many Men (Wish Death),"635,319,819","569,758"
Justin Bieber - Company,"635,180,267","274,835"
Morat - Besos En Guerra,"634,673,936","360,595"
Pink Floyd - Comfortably Numb,"634,647,245","258,641"
blackbear - do re mi,"634,509,839","109,514"
Three Days Grace - Animal I Have Become,"634,438,969","682,002"
Lizzy McAlpine - ceilings,"634,373,742","690,730"
"Fall Out Boy - Dance, Dance","634,308,883","366,972"
League of Legends - Legends Never Die,"634,245,254","301,611"
Ellie Goulding - Close To Me,"634,098,420","73,087"
Snakehips - All My Friends,"633,735,862","101,127"
Ed Maverick - Fuentes de Ortiz,"633,637,554","312,411"
Roar - I Can't Handle Change,"633,557,424","435,949"
50 Cent - Just A Lil Bit,"633,411,630","451,479"
Bad Bunny - La Corriente,"633,374,332","249,548"
Alexandra Stan - Mr. Saxobeat,"633,152,152","420,901"
Kanye West - Famous,"633,085,759","148,393"
Maluma - Sobrio,"633,083,253","202,253"
System Of A Down - B.Y.O.B.,"632,743,569","298,516"
Beyoncé - Drunk in Love,"632,675,814","156,697"
Feid - CHORRITO PA LAS ANIMAS,"632,475,339","465,932"
Sophie Ellis-Bextor - Murder On The Dancefloor,"632,277,113","568,523"
Drake - Forever,"632,245,590","288,933"
Travis Scott - 90210,"631,997,895","519,489"
Nelly - Ride Wit Me,"631,933,146","305,847"
Silk City - Electricity,"631,380,525","94,119"
Avenged Sevenfold - Hail to the King,"631,154,308","409,480"
Rammstein - Du hast,"631,096,950","396,367"
Diddy - I'll Be Missing You,"630,914,697","371,983"
Timbaland - Apologize,"630,841,299","423,387"
Camila Cabello - Shameless,"630,664,185","830,075"
Shawn Mendes - Monster (Shawn Mendes & Justin Bieber),"630,542,787","210,822"
JID - Surround Sound,"630,095,610","429,381"
Shania Twain - Man! I Feel Like A Woman!,"629,716,068","311,024"
Sech - Relación,"629,655,372","87,196"
Maluma - HP,"629,455,963","111,418"
NF - The Search,"629,346,460","302,216"
Dusty Springfield - Son Of A Preacher Man,"629,338,930","356,432"
Daft Punk - Instant Crush,"629,156,028","313,662"
Michael Bublé - Holly Jolly Christmas,"629,123,860","740,912"
David Guetta - Bad,"629,093,621","200,355"
Drake - Marvins Room,"628,611,131","233,883"
YOASOBI - 夜に駆ける,"628,589,438","273,794"
Beach Bunny - Prom Queen,"628,581,790","573,715"
"Daddy Yankee - Lo Que Pasó, Pasó","628,513,342","602,545"
Brent Faiyaz - Clouded,"628,283,216","513,994"
Dan + Shay - Tequila,"628,136,903","105,815"
Hailee Steinfeld - Most Girls,"627,914,515","79,839"
Jesse & Joy - Dueles,"627,829,347","562,205"
Doja Cat - Agora Hills,"627,800,021","770,858"
The Pussycat Dolls - Don't Cha,"627,358,437","308,267"
Alan Walker - Darkside,"627,223,031","194,634"
Arctic Monkeys - Snap Out Of It,"627,046,539","401,278"
Oscar Maydon - Fin de Semana,"627,042,649","483,074"
Avril Lavigne - Sk8er Boi,"626,753,024","490,038"
Britney Spears - Womanizer,"626,437,096","421,820"
Sasha Alex Sloan - Dancing With Your Ghost,"626,179,126","361,863"
Green Day - 21 Guns,"625,906,813","344,988"
The Offspring - Self Esteem,"625,540,850","294,484"
Metallica - One (Remastered),"625,457,409","346,963"
Rema - Calm Down,"625,383,773","203,029"
Foo Fighters - Learn to Fly,"625,334,099","244,508"
Guns N' Roses - Don't Cry (Original),"625,267,329","398,041"
Tropical Florida - Club Can't Handle Me,"625,194,914","363,720"
Zion & Lennox - La player (Bandolera),"624,892,489","166,919"
Pitbull - Hotel Room Service,"624,793,018","374,192"
Lil Tjay - F.N,"624,709,072",
Zedd - Clarity,"624,496,246","235,377"
Flo Rida - Club Can't Handle Me,"624,454,836","345,235"
"KAROL G - Ay, DiOs Mío!","624,225,297","145,570"
Charlie Puth - Light Switch,"623,506,167","179,925"
The Chainsmokers - Call You Mine,"623,451,681","77,353"
Ed Sheeran - Tenerife Sea,"623,086,730","115,000"
The Beatles - Hey Jude,"622,715,923","248,836"
Tiësto - 10:35,"622,671,030","480,886"
The All-American Rejects - Gives You Hell,"622,560,784","247,782"
Taylor Swift - the 1,"621,879,342","369,709"
Fujii Kaze - Shinunoga E-Wa,"621,141,182","357,512"
Shawn Mendes - Wonder,"620,787,470","160,474"
Jay Rock - King's Dead,"620,563,385","144,325"
¥$ - CARNIVAL,"620,516,144","782,627"
The Who - Baba O'Riley,"620,432,556","196,232"
CKay - love nwantiti,"620,267,254","157,022"
Luis Miguel - La Incondicional,"620,085,139","311,624"
Mac DeMarco - For the First Time,"619,908,640","699,043"
Daniel Powter - Bad Day,"619,342,780","211,606"
Miguel - Sky Walker,"619,233,171","171,477"
Becky G - Cuando Te Besé,"619,223,945","202,506"
Loreen - Tattoo,"619,039,460","613,004"
OneRepublic - Run,"618,989,719","329,381"
Xavi - La Víctima,"618,955,219","439,109"
ABBA - Mamma Mia,"618,825,864","379,723"
Fergie - Big Girls Don't Cry (Personal),"618,651,107","289,363"
The Chainsmokers - All We Know,"618,325,121","106,108"
U2 - One,"617,929,818","216,205"
Kina - Can We Kiss Forever?,"617,681,058","179,852"
"John Denver - Take Me Home, Country Roads","617,610,631","215,616"
Chino Pacas - El Gordo Trae El Mando,"617,587,706","375,366"
Rupert Holmes - Escape (The Pina Colada Song),"617,001,618","229,463"
Harry Styles - Sweet Creature,"616,971,236","248,244"
Ritt Momney - Put Your Records On,"616,816,952","102,779"
Beyoncé - If I Were a Boy,"615,858,379","245,653"
Burak Yeter - Tuesday,"615,812,369","145,121"
Michael Sembello - Maniac,"615,659,098","400,490"
Post Malone - Stay,"615,558,104","135,242"
The Weeknd - Wicked Games,"615,529,879","271,429"
Lorde - Green Light,"615,290,356","167,361"
Martin Garrix - There for You,"615,166,494","59,146"
Kehlani - Nights Like This,"615,097,932","300,487"
Maluma - Corazón,"614,980,856","126,529"
Fuerza Regida - Bebe Dame,"614,855,098","309,748"
Justin Timberlake - Cry Me a River,"614,692,894","338,788"
Lil Xan - Betrayed,"614,566,833","81,029"
Camilo - Tutu,"614,564,940","132,983"
Sheppard - Geronimo,"614,472,063","222,842"
The Rolling Stones - Sympathy For The Devil,"614,012,092","204,826"
NF - Lie,"613,946,532","235,619"
Meghan Trainor - Dear Future Husband,"613,684,226","396,469"
Liana Flores - rises the moon,"613,628,759","739,699"
Gabry Ponte - Thunder,"613,526,358","352,555"
Childish Gambino - Les,"613,175,696","758,840"
Grupo Frontera - EL AMOR DE SU VIDA,"613,045,535","1,169,198"
The Black Keys - Lonely Boy,"612,686,567","217,751"
J Balvin - UN PESO,"612,674,616","408,058"
Vundabar - Alien Blues,"612,179,551","484,352"
Danny Ocean - Dembow,"612,146,083","220,182"
"Earth, Wind & Fire - Let's Groove","611,968,400","256,663"
DJ Khaled - No Brainer,"611,693,187","63,162"
Tame Impala - Let It Happen,"611,632,542","441,027"
Imanbek - Belly Dancer,"611,412,923","410,224"
Bazzi - Paradise,"611,317,437","109,785"
Loren Allred - Never Enough,"610,904,908","203,680"
Bad Bunny - Una Vez,"610,603,317","284,766"
"All Time Low - Dear Maria, Count Me In","610,320,969","353,693"
BTS - Euphoria,"610,211,347","157,167"
Kygo - Stay,"610,106,027","46,829"
Bazzi - I.F.L.Y.,"610,052,394","95,867"
Migos - Slippery,"609,892,760","77,297"
Taio Cruz - Break Your Heart,"609,841,558","386,092"
Chris Brown - Ayo,"609,478,163","167,353"
Saweetie - Best Friend,"609,405,458","272,143"
Ricky Montgomery - Mr. Loverman,"608,959,311","799,488"
Kygo - Remind Me to Forget,"608,857,723","92,176"
6ix9ine - BEBE,"608,699,807","170,949"
Cults - Always Forever,"608,236,825","554,104"
Matt Sassari - Give It To Me,"608,134,042","755,256"
KAROL G - MI EX TENÍA RAZÓN,"607,892,188","790,229"
Calvin Harris - Under Control,"607,757,915","383,702"
Ozuna - Una Locura,"607,541,431","133,747"
Jack Johnson - Banana Pancakes,"607,447,501","249,455"
Childish Gambino - This Is America,"607,412,669","93,562"
Cardi B - Please Me,"607,273,569","363,112"
Bob Marley & The Wailers - Jamming,"607,129,363","298,357"
NewJeans - Hype Boy,"606,758,381","338,796"
U2 - Beautiful Day,"606,459,354","256,709"
Bad Bunny - Un Coco,"606,449,865","434,478"
Dean Lewis - Waves,"606,436,504","237,879"
Jessie J - Price Tag,"605,588,281","289,844"
J Balvin - No Es Justo,"605,515,838","220,744"
Lady Gaga - Applause,"605,470,451","336,783"
XXXTENTACION - Arms Around You,"605,267,638","102,893"
GoldLink - Crew,"605,157,570","393,265"
Kylie Minogue - Can't Get You out of My Head,"605,024,956","745,920"
KAROL G - EL MAKINON,"604,941,221","145,192"
Mac DeMarco - Heart To Heart,"604,782,104","800,259"
The Righteous Brothers - Unchained Melody,"604,734,652","435,031"
Soulja Boy - Crank That (Soulja Boy),"604,695,575","303,212"
Rauw Alejandro - Reloj,"604,454,696","168,140"
